Commodity,CommodityId,Category,CategoryId,Item,Item2,ItemId,Units,UnitsAbr,UnitsId,Region,RegionId,Country,CountryId,Year,Value,SurveyBaseYear,Note,Order,Size,SizeId
Oats,40,Gross value of production,1,"Primary product, grain","Primary product, grain",31,dollars per planted acre,$ / planted ac,10,Northern Crescent,30,United States,10,2005,84.15,Base survey of 2005,,30,No specific size,90
Oats,40,Gross value of production,1,"Primary product, grain","Primary product, grain",31,dollars per planted acre,$ / planted ac,10,Northern Crescent,30,United States,10,2006,110.78,Base survey of 2005,,30,No specific size,90
Oats,40,Gross value of production,1,"Primary product, grain","Primary product, grain",31,dollars per planted acre,$ / planted ac,10,Northern Crescent,30,United States,10,2007,130.53,Base survey of 2005,,30,No specific size,90
Oats,40,Gross value of production,1,"Primary product, grain","Primary product, grain",31,dollars per planted acre,$ / planted ac,10,Northern Crescent,30,United States,10,2008,226.78,Base survey of 2005,,30,No specific size,90
Oats,40,Gross value of production,1,"Primary product, grain","Primary product, grain",31,dollars per planted acre,$ / planted ac,10,Northern Crescent,30,United States,10,2009,154.75,Base survey of 2005,,30,No specific size,90
Oats,40,Gross value of production,1,"Primary product, grain","Primary product, grain",31,dollars per planted acre,$ / planted ac,10,Northern Crescent,30,United States,10,2010,133.15,Base survey of 2005,,30,No specific size,90
Oats,40,Gross value of production,1,"Primary product, grain","Primary product, grain",31,dollars per planted acre,$ / planted ac,10,Northern Crescent,30,United States,10,2011,199.5,Base survey of 2005,,30,No specific size,90
Oats,40,Gross value of production,1,"Primary product, grain","Primary product, grain",31,dollars per planted acre,$ / planted ac,10,Northern Crescent,30,United States,10,2012,231.34,Base survey of 2005,,30,No specific size,90
Oats,40,Gross value of production,1,"Primary product, grain","Primary product, grain",31,dollars per planted acre,$ / planted ac,10,Northern Crescent,30,United States,10,2013,260.29,Base survey of 2005,,30,No specific size,90
Oats,40,Gross value of production,1,"Primary product, grain","Primary product, grain",31,dollars per planted acre,$ / planted ac,10,Northern Crescent,30,United States,10,2014,232.93,Base survey of 2005,,30,No specific size,90
Oats,40,Gross value of production,1,"Primary product, grain","Primary product, grain",31,dollars per planted acre,$ / planted ac,10,Northern Crescent,30,United States,10,2015,147.06,Base survey of 2015,,30,No specific size,90
Oats,40,Gross value of production,1,"Primary product, grain","Primary product, grain",31,dollars per planted acre,$ / planted ac,10,Northern Crescent,30,United States,10,2016,124.22,Base survey of 2015,,30,No specific size,90
Oats,40,Gross value of production,1,"Primary product, grain","Primary product, grain",31,dollars per planted acre,$ / planted ac,10,Northern Crescent,30,United States,10,2017,140.53,Base survey of 2015,,30,No specific size,90
Oats,40,Gross value of production,1,"Primary product, grain","Primary product, grain",31,dollars per planted acre,$ / planted ac,10,Northern Crescent,30,United States,10,2018,167.96,Base survey of 2015,,30,No specific size,90
Oats,40,Gross value of production,1,"Primary product, grain","Primary product, grain",31,dollars per planted acre,$ / planted ac,10,Northern Crescent,30,United States,10,2019,180.83,Base survey of 2015,,30,No specific size,90
Oats,40,Gross value of production,1,"Primary product, grain","Primary product, grain",31,dollars per planted acre,$ / planted ac,10,Northern Crescent,30,United States,10,2020,166.04,Base survey of 2015,,30,No specific size,90
Oats,40,Gross value of production,1,"Primary product, grain","Primary product, grain",31,dollars per planted acre,$ / planted ac,10,Northern Great Plains,40,United States,10,2005,78.2,Base survey of 2005,,30,No specific size,90
Oats,40,Gross value of production,1,"Primary product, grain","Primary product, grain",31,dollars per planted acre,$ / planted ac,10,Northern Great Plains,40,United States,10,2006,61.49,Base survey of 2005,,30,No specific size,90
Oats,40,Gross value of production,1,"Primary product, grain","Primary product, grain",31,dollars per planted acre,$ / planted ac,10,Northern Great Plains,40,United States,10,2007,135.66,Base survey of 2005,,30,No specific size,90
Oats,40,Gross value of production,1,"Primary product, grain","Primary product, grain",31,dollars per planted acre,$ / planted ac,10,Northern Great Plains,40,United States,10,2008,187.55,Base survey of 2005,,30,No specific size,90
Oats,40,Gross value of production,1,"Primary product, grain","Primary product, grain",31,dollars per planted acre,$ / planted ac,10,Northern Great Plains,40,United States,10,2009,131.88,Base survey of 2005,,30,No specific size,90
Oats,40,Gross value of production,1,"Primary product, grain","Primary product, grain",31,dollars per planted acre,$ / planted ac,10,Northern Great Plains,40,United States,10,2010,115.01,Base survey of 2005,,30,No specific size,90
Oats,40,Gross value of production,1,"Primary product, grain","Primary product, grain",31,dollars per planted acre,$ / planted ac,10,Northern Great Plains,40,United States,10,2011,171.96,Base survey of 2005,,30,No specific size,90
Oats,40,Gross value of production,1,"Primary product, grain","Primary product, grain",31,dollars per planted acre,$ / planted ac,10,Northern Great Plains,40,United States,10,2012,208.15,Base survey of 2005,,30,No specific size,90
Oats,40,Gross value of production,1,"Primary product, grain","Primary product, grain",31,dollars per planted acre,$ / planted ac,10,Northern Great Plains,40,United States,10,2013,258.75,Base survey of 2005,,30,No specific size,90
Oats,40,Gross value of production,1,"Primary product, grain","Primary product, grain",31,dollars per planted acre,$ / planted ac,10,Northern Great Plains,40,United States,10,2014,262.24,Base survey of 2005,,30,No specific size,90
Oats,40,Gross value of production,1,"Primary product, grain","Primary product, grain",31,dollars per planted acre,$ / planted ac,10,Northern Great Plains,40,United States,10,2015,172.14,Base survey of 2015,,30,No specific size,90
Oats,40,Gross value of production,1,"Primary product, grain","Primary product, grain",31,dollars per planted acre,$ / planted ac,10,Northern Great Plains,40,United States,10,2016,147.39,Base survey of 2015,,30,No specific size,90
Oats,40,Gross value of production,1,"Primary product, grain","Primary product, grain",31,dollars per planted acre,$ / planted ac,10,Northern Great Plains,40,United States,10,2017,171.22,Base survey of 2015,,30,No specific size,90
Oats,40,Gross value of production,1,"Primary product, grain","Primary product, grain",31,dollars per planted acre,$ / planted ac,10,Northern Great Plains,40,United States,10,2018,195.53,Base survey of 2015,,30,No specific size,90
Oats,40,Gross value of production,1,"Primary product, grain","Primary product, grain",31,dollars per planted acre,$ / planted ac,10,Northern Great Plains,40,United States,10,2019,216.9,Base survey of 2015,,30,No specific size,90
Oats,40,Gross value of production,1,"Primary product, grain","Primary product, grain",31,dollars per planted acre,$ / planted ac,10,Northern Great Plains,40,United States,10,2020,201.1,Base survey of 2015,,30,No specific size,90
Oats,40,Gross value of production,1,"Primary product, grain","Primary product, grain",31,dollars per planted acre,$ / planted ac,10,Prairie Gateway,50,United States,10,2005,61.79,Base survey of 2005,,30,No specific size,90
Oats,40,Gross value of production,1,"Primary product, grain","Primary product, grain",31,dollars per planted acre,$ / planted ac,10,Prairie Gateway,50,United States,10,2006,47.32,Base survey of 2005,,30,No specific size,90
Oats,40,Gross value of production,1,"Primary product, grain","Primary product, grain",31,dollars per planted acre,$ / planted ac,10,Prairie Gateway,50,United States,10,2007,72.52,Base survey of 2005,,30,No specific size,90
Oats,40,Gross value of production,1,"Primary product, grain","Primary product, grain",31,dollars per planted acre,$ / planted ac,10,Prairie Gateway,50,United States,10,2008,123.42,Base survey of 2005,,30,No specific size,90
Oats,40,Gross value of production,1,"Primary product, grain","Primary product, grain",31,dollars per planted acre,$ / planted ac,10,Prairie Gateway,50,United States,10,2009,91.13,Base survey of 2005,,30,No specific size,90
Oats,40,Gross value of production,1,"Primary product, grain","Primary product, grain",31,dollars per planted acre,$ / planted ac,10,Prairie Gateway,50,United States,10,2010,75.56,Base survey of 2005,,30,No specific size,90
Oats,40,Gross value of production,1,"Primary product, grain","Primary product, grain",31,dollars per planted acre,$ / planted ac,10,Prairie Gateway,50,United States,10,2011,85.2,Base survey of 2005,,30,No specific size,90
Oats,40,Gross value of production,1,"Primary product, grain","Primary product, grain",31,dollars per planted acre,$ / planted ac,10,Prairie Gateway,50,United States,10,2012,124.44,Base survey of 2005,,30,No specific size,90
Oats,40,Gross value of production,1,"Primary product, grain","Primary product, grain",31,dollars per planted acre,$ / planted ac,10,Prairie Gateway,50,United States,10,2013,133.5,Base survey of 2005,,30,No specific size,90
Oats,40,Gross value of production,1,"Primary product, grain","Primary product, grain",31,dollars per planted acre,$ / planted ac,10,Prairie Gateway,50,United States,10,2014,147.4,Base survey of 2005,,30,No specific size,90
Oats,40,Gross value of production,1,"Primary product, grain","Primary product, grain",31,dollars per planted acre,$ / planted ac,10,Prairie Gateway,50,United States,10,2015,153.56,Base survey of 2015,,30,No specific size,90
Oats,40,Gross value of production,1,"Primary product, grain","Primary product, grain",31,dollars per planted acre,$ / planted ac,10,Prairie Gateway,50,United States,10,2016,88.51,Base survey of 2015,,30,No specific size,90
Oats,40,Gross value of production,1,"Primary product, grain","Primary product, grain",31,dollars per planted acre,$ / planted ac,10,Prairie Gateway,50,United States,10,2017,150.37,Base survey of 2015,,30,No specific size,90
Oats,40,Gross value of production,1,"Primary product, grain","Primary product, grain",31,dollars per planted acre,$ / planted ac,10,Prairie Gateway,50,United States,10,2018,173.2,Base survey of 2015,,30,No specific size,90
Oats,40,Gross value of production,1,"Primary product, grain","Primary product, grain",31,dollars per planted acre,$ / planted ac,10,Prairie Gateway,50,United States,10,2019,188.38,Base survey of 2015,,30,No specific size,90
Oats,40,Gross value of production,1,"Primary product, grain","Primary product, grain",31,dollars per planted acre,$ / planted ac,10,Prairie Gateway,50,United States,10,2020,156.33,Base survey of 2015,,30,No specific size,90
Oats,40,Gross value of production,1,"Secondary product, hay/silage/grazing","Secondary product, hay/silage/grazing",46,dollars per planted acre,$ / planted ac,10,U.S. total,10,United States,10,2005,8.24,Base survey of 2005,,140,No specific size,90
Oats,40,Gross value of production,1,"Secondary product, hay/silage/grazing","Secondary product, hay/silage/grazing",46,dollars per planted acre,$ / planted ac,10,U.S. total,10,United States,10,2006,13.53,Base survey of 2005,,140,No specific size,90
Oats,40,Gross value of production,1,"Secondary product, hay/silage/grazing","Secondary product, hay/silage/grazing",46,dollars per planted acre,$ / planted ac,10,U.S. total,10,United States,10,2007,21.95,Base survey of 2005,,140,No specific size,90
Oats,40,Gross value of production,1,"Secondary product, hay/silage/grazing","Secondary product, hay/silage/grazing",46,dollars per planted acre,$ / planted ac,10,U.S. total,10,United States,10,2008,37.81,Base survey of 2005,,140,No specific size,90
Oats,40,Gross value of production,1,"Secondary product, hay/silage/grazing","Secondary product, hay/silage/grazing",46,dollars per planted acre,$ / planted ac,10,U.S. total,10,United States,10,2009,21.05,Base survey of 2005,,140,No specific size,90
Oats,40,Gross value of production,1,"Secondary product, hay/silage/grazing","Secondary product, hay/silage/grazing",46,dollars per planted acre,$ / planted ac,10,U.S. total,10,United States,10,2010,15.77,Base survey of 2005,,140,No specific size,90
Oats,40,Gross value of production,1,"Secondary product, hay/silage/grazing","Secondary product, hay/silage/grazing",46,dollars per planted acre,$ / planted ac,10,U.S. total,10,United States,10,2011,37.59,Base survey of 2005,,140,No specific size,90
Oats,40,Gross value of production,1,"Secondary product, hay/silage/grazing","Secondary product, hay/silage/grazing",46,dollars per planted acre,$ / planted ac,10,U.S. total,10,United States,10,2012,45.54,Base survey of 2005,,140,No specific size,90
Oats,40,Gross value of production,1,"Secondary product, hay/silage/grazing","Secondary product, hay/silage/grazing",46,dollars per planted acre,$ / planted ac,10,U.S. total,10,United States,10,2013,46.24,Base survey of 2005,,140,No specific size,90
Oats,40,Gross value of production,1,"Secondary product, hay/silage/grazing","Secondary product, hay/silage/grazing",46,dollars per planted acre,$ / planted ac,10,U.S. total,10,United States,10,2014,40.67,Base survey of 2005,,140,No specific size,90
Oats,40,Gross value of production,1,"Secondary product, hay/silage/grazing","Secondary product, hay/silage/grazing",46,dollars per planted acre,$ / planted ac,10,U.S. total,10,United States,10,2015,5.13,Base survey of 2015,,140,No specific size,90
Oats,40,Gross value of production,1,"Secondary product, hay/silage/grazing","Secondary product, hay/silage/grazing",46,dollars per planted acre,$ / planted ac,10,U.S. total,10,United States,10,2016,4.95,Base survey of 2015,,140,No specific size,90
Oats,40,Gross value of production,1,"Secondary product, hay/silage/grazing","Secondary product, hay/silage/grazing",46,dollars per planted acre,$ / planted ac,10,U.S. total,10,United States,10,2017,4.74,Base survey of 2015,,140,No specific size,90
Oats,40,Gross value of production,1,"Secondary product, hay/silage/grazing","Secondary product, hay/silage/grazing",46,dollars per planted acre,$ / planted ac,10,U.S. total,10,United States,10,2018,5.16,Base survey of 2015,,140,No specific size,90
Oats,40,Gross value of production,1,"Secondary product, hay/silage/grazing","Secondary product, hay/silage/grazing",46,dollars per planted acre,$ / planted ac,10,U.S. total,10,United States,10,2019,5.01,Base survey of 2015,,140,No specific size,90
Oats,40,Gross value of production,1,"Secondary product, hay/silage/grazing","Secondary product, hay/silage/grazing",46,dollars per planted acre,$ / planted ac,10,U.S. total,10,United States,10,2020,4.98,Base survey of 2015,,140,No specific size,90
Oats,40,Gross value of production,1,"Secondary product, hay/silage/grazing","Secondary product, hay/silage/grazing",46,dollars per planted acre,$ / planted ac,10,Heartland,20,United States,10,2005,6.66,Base survey of 2005,,140,No specific size,90
Oats,40,Gross value of production,1,"Secondary product, hay/silage/grazing","Secondary product, hay/silage/grazing",46,dollars per planted acre,$ / planted ac,10,Heartland,20,United States,10,2006,7.96,Base survey of 2005,,140,No specific size,90
Oats,40,Gross value of production,1,"Secondary product, hay/silage/grazing","Secondary product, hay/silage/grazing",46,dollars per planted acre,$ / planted ac,10,Heartland,20,United States,10,2007,15.97,Base survey of 2005,,140,No specific size,90
Oats,40,Gross value of production,1,"Secondary product, hay/silage/grazing","Secondary product, hay/silage/grazing",46,dollars per planted acre,$ / planted ac,10,Heartland,20,United States,10,2008,25.76,Base survey of 2005,,140,No specific size,90
Oats,40,Gross value of production,1,"Secondary product, hay/silage/grazing","Secondary product, hay/silage/grazing",46,dollars per planted acre,$ / planted ac,10,Heartland,20,United States,10,2009,14.92,Base survey of 2005,,140,No specific size,90
Oats,40,Gross value of production,1,"Secondary product, hay/silage/grazing","Secondary product, hay/silage/grazing",46,dollars per planted acre,$ / planted ac,10,Heartland,20,United States,10,2010,10.32,Base survey of 2005,,140,No specific size,90
Oats,40,Gross value of production,1,"Secondary product, hay/silage/grazing","Secondary product, hay/silage/grazing",46,dollars per planted acre,$ / planted ac,10,Heartland,20,United States,10,2011,24.28,Base survey of 2005,,140,No specific size,90
Oats,40,Gross value of production,1,"Secondary product, hay/silage/grazing","Secondary product, hay/silage/grazing",46,dollars per planted acre,$ / planted ac,10,Heartland,20,United States,10,2012,28.99,Base survey of 2005,,140,No specific size,90
Oats,40,Gross value of production,1,"Secondary product, hay/silage/grazing","Secondary product, hay/silage/grazing",46,dollars per planted acre,$ / planted ac,10,Heartland,20,United States,10,2013,32.15,Base survey of 2005,,140,No specific size,90
Oats,40,Gross value of production,1,"Secondary product, hay/silage/grazing","Secondary product, hay/silage/grazing",46,dollars per planted acre,$ / planted ac,10,Heartland,20,United States,10,2014,30.76,Base survey of 2005,,140,No specific size,90
Oats,40,Gross value of production,1,"Secondary product, hay/silage/grazing","Secondary product, hay/silage/grazing",46,dollars per planted acre,$ / planted ac,10,Heartland,20,United States,10,2015,3.65,Base survey of 2015,,140,No specific size,90
Oats,40,Gross value of production,1,"Secondary product, hay/silage/grazing","Secondary product, hay/silage/grazing",46,dollars per planted acre,$ / planted ac,10,Heartland,20,United States,10,2016,3.4,Base survey of 2015,,140,No specific size,90
Oats,40,Gross value of production,1,"Secondary product, hay/silage/grazing","Secondary product, hay/silage/grazing",46,dollars per planted acre,$ / planted ac,10,Heartland,20,United States,10,2017,3.23,Base survey of 2015,,140,No specific size,90
Oats,40,Gross value of production,1,"Secondary product, hay/silage/grazing","Secondary product, hay/silage/grazing",46,dollars per planted acre,$ / planted ac,10,Heartland,20,United States,10,2018,3.56,Base survey of 2015,,140,No specific size,90
Oats,40,Gross value of production,1,"Secondary product, hay/silage/grazing","Secondary product, hay/silage/grazing",46,dollars per planted acre,$ / planted ac,10,Heartland,20,United States,10,2019,3.3,Base survey of 2015,,140,No specific size,90
Oats,40,Gross value of production,1,"Secondary product, hay/silage/grazing","Secondary product, hay/silage/grazing",46,dollars per planted acre,$ / planted ac,10,Heartland,20,United States,10,2020,3.79,Base survey of 2015,,140,No specific size,90
Oats,40,Gross value of production,1,"Secondary product, hay/silage/grazing","Secondary product, hay/silage/grazing",46,dollars per planted acre,$ / planted ac,10,Northern Crescent,30,United States,10,2005,7.21,Base survey of 2005,,140,No specific size,90
Oats,40,Gross value of production,1,"Secondary product, hay/silage/grazing","Secondary product, hay/silage/grazing",46,dollars per planted acre,$ / planted ac,10,Northern Crescent,30,United States,10,2006,9.61,Base survey of 2005,,140,No specific size,90
Oats,40,Gross value of production,1,"Secondary product, hay/silage/grazing","Secondary product, hay/silage/grazing",46,dollars per planted acre,$ / planted ac,10,Northern Crescent,30,United States,10,2007,14.9,Base survey of 2005,,140,No specific size,90
Oats,40,Gross value of production,1,"Secondary product, hay/silage/grazing","Secondary product, hay/silage/grazing",46,dollars per planted acre,$ / planted ac,10,Northern Crescent,30,United States,10,2008,30.43,Base survey of 2005,,140,No specific size,90
Oats,40,Gross value of production,1,"Secondary product, hay/silage/grazing","Secondary product, hay/silage/grazing",46,dollars per planted acre,$ / planted ac,10,Northern Crescent,30,United States,10,2009,16.88,Base survey of 2005,,140,No specific size,90
Oats,40,Gross value of production,1,"Secondary product, hay/silage/grazing","Secondary product, hay/silage/grazing",46,dollars per planted acre,$ / planted ac,10,Northern Crescent,30,United States,10,2010,13.23,Base survey of 2005,,140,No specific size,90
Oats,40,Gross value of production,1,"Secondary product, hay/silage/grazing","Secondary product, hay/silage/grazing",46,dollars per planted acre,$ / planted ac,10,Northern Crescent,30,United States,10,2011,29.58,Base survey of 2005,,140,No specific size,90
Oats,40,Gross value of production,1,"Secondary product, hay/silage/grazing","Secondary product, hay/silage/grazing",46,dollars per planted acre,$ / planted ac,10,Northern Crescent,30,United States,10,2012,34.18,Base survey of 2005,,140,No specific size,90
Oats,40,Gross value of production,1,"Secondary product, hay/silage/grazing","Secondary product, hay/silage/grazing",46,dollars per planted acre,$ / planted ac,10,Northern Crescent,30,United States,10,2013,35.81,Base survey of 2005,,140,No specific size,90
Oats,40,Gross value of production,1,"Secondary product, hay/silage/grazing","Secondary product, hay/silage/grazing",46,dollars per planted acre,$ / planted ac,10,Northern Crescent,30,United States,10,2014,31.17,Base survey of 2005,,140,No specific size,90
Oats,40,Gross value of production,1,"Secondary product, hay/silage/grazing","Secondary product, hay/silage/grazing",46,dollars per planted acre,$ / planted ac,10,Northern Crescent,30,United States,10,2015,3.65,Base survey of 2015,,140,No specific size,90
Oats,40,Gross value of production,1,"Secondary product, hay/silage/grazing","Secondary product, hay/silage/grazing",46,dollars per planted acre,$ / planted ac,10,Northern Crescent,30,United States,10,2016,3.31,Base survey of 2015,,140,No specific size,90
Oats,40,Gross value of production,1,"Secondary product, hay/silage/grazing","Secondary product, hay/silage/grazing",46,dollars per planted acre,$ / planted ac,10,Northern Crescent,30,United States,10,2017,3.21,Base survey of 2015,,140,No specific size,90
Oats,40,Gross value of production,1,"Secondary product, hay/silage/grazing","Secondary product, hay/silage/grazing",46,dollars per planted acre,$ / planted ac,10,Northern Crescent,30,United States,10,2018,3.53,Base survey of 2015,,140,No specific size,90
Oats,40,Gross value of production,1,"Secondary product, hay/silage/grazing","Secondary product, hay/silage/grazing",46,dollars per planted acre,$ / planted ac,10,Northern Crescent,30,United States,10,2019,3.22,Base survey of 2015,,140,No specific size,90
Oats,40,Gross value of production,1,"Secondary product, hay/silage/grazing","Secondary product, hay/silage/grazing",46,dollars per planted acre,$ / planted ac,10,Northern Crescent,30,United States,10,2020,3.48,Base survey of 2015,,140,No specific size,90
Oats,40,Gross value of production,1,"Secondary product, hay/silage/grazing","Secondary product, hay/silage/grazing",46,dollars per planted acre,$ / planted ac,10,Northern Great Plains,40,United States,10,2005,8.76,Base survey of 2005,,140,No specific size,90
Oats,40,Gross value of production,1,"Secondary product, hay/silage/grazing","Secondary product, hay/silage/grazing",46,dollars per planted acre,$ / planted ac,10,Northern Great Plains,40,United States,10,2006,11.28,Base survey of 2005,,140,No specific size,90
Oats,40,Gross value of production,1,"Secondary product, hay/silage/grazing","Secondary product, hay/silage/grazing",46,dollars per planted acre,$ / planted ac,10,Northern Great Plains,40,United States,10,2007,20.76,Base survey of 2005,,140,No specific size,90
Oats,40,Gross value of production,1,"Secondary product, hay/silage/grazing","Secondary product, hay/silage/grazing",46,dollars per planted acre,$ / planted ac,10,Northern Great Plains,40,United States,10,2008,35.54,Base survey of 2005,,140,No specific size,90
Oats,40,Gross value of production,1,"Secondary product, hay/silage/grazing","Secondary product, hay/silage/grazing",46,dollars per planted acre,$ / planted ac,10,Northern Great Plains,40,United States,10,2009,19.1,Base survey of 2005,,140,No specific size,90
Oats,40,Gross value of production,1,"Secondary product, hay/silage/grazing","Secondary product, hay/silage/grazing",46,dollars per planted acre,$ / planted ac,10,Northern Great Plains,40,United States,10,2010,14.57,Base survey of 2005,,140,No specific size,90
Oats,40,Gross value of production,1,"Secondary product, hay/silage/grazing","Secondary product, hay/silage/grazing",46,dollars per planted acre,$ / planted ac,10,Northern Great Plains,40,United States,10,2011,36.13,Base survey of 2005,,140,No specific size,90
Oats,40,Gross value of production,1,"Secondary product, hay/silage/grazing","Secondary product, hay/silage/grazing",46,dollars per planted acre,$ / planted ac,10,Northern Great Plains,40,United States,10,2012,40.71,Base survey of 2005,,140,No specific size,90
Oats,40,Gross value of production,1,"Secondary product, hay/silage/grazing","Secondary product, hay/silage/grazing",46,dollars per planted acre,$ / planted ac,10,Northern Great Plains,40,United States,10,2013,45.74,Base survey of 2005,,140,No specific size,90
Oats,40,Gross value of production,1,"Secondary product, hay/silage/grazing","Secondary product, hay/silage/grazing",46,dollars per planted acre,$ / planted ac,10,Northern Great Plains,40,United States,10,2014,36.45,Base survey of 2005,,140,No specific size,90
