Commodity,CommodityId,Category,CategoryId,Item,Item2,ItemId,Units,UnitsAbr,UnitsId,Region,RegionId,Country,CountryId,Year,Value,SurveyBaseYear,Note,Order,Size,SizeId
Peanut,50,Gross value of production,1,"Primary product, peanuts ¹ ","Primary product, peanuts ¹ ",34,dollars per planted acre,$ / planted ac,10,Prairie Gateway,50,United States,10,1996,462.72,Base survey of 1995,"¹For 2014–2019, we revised the gross value of production calculation and some input costs for peanuts.",50,No specific size,90
Peanut,50,Gross value of production,1,"Primary product, peanuts ¹ ","Primary product, peanuts ¹ ",34,dollars per planted acre,$ / planted ac,10,Prairie Gateway,50,United States,10,1997,500.16,Base survey of 1995,"¹For 2014–2019, we revised the gross value of production calculation and some input costs for peanuts.",50,No specific size,90
Peanut,50,Gross value of production,1,"Primary product, peanuts ¹ ","Primary product, peanuts ¹ ",34,dollars per planted acre,$ / planted ac,10,Prairie Gateway,50,United States,10,1998,445.97,Base survey of 1995,"¹For 2014–2019, we revised the gross value of production calculation and some input costs for peanuts.",50,No specific size,90
Peanut,50,Gross value of production,1,"Primary product, peanuts ¹ ","Primary product, peanuts ¹ ",34,dollars per planted acre,$ / planted ac,10,Prairie Gateway,50,United States,10,1999,455.62,Base survey of 1995,"¹For 2014–2019, we revised the gross value of production calculation and some input costs for peanuts.",50,No specific size,90
Peanut,50,Gross value of production,1,"Primary product, peanuts ¹ ","Primary product, peanuts ¹ ",34,dollars per planted acre,$ / planted ac,10,Prairie Gateway,50,United States,10,2000,338.85,Base survey of 1995,"¹For 2014–2019, we revised the gross value of production calculation and some input costs for peanuts.",50,No specific size,90
Peanut,50,Gross value of production,1,"Primary product, peanuts ¹ ","Primary product, peanuts ¹ ",34,dollars per planted acre,$ / planted ac,10,Prairie Gateway,50,United States,10,2001,388.7,Base survey of 1995,"¹For 2014–2019, we revised the gross value of production calculation and some input costs for peanuts.",50,No specific size,90
Peanut,50,Gross value of production,1,"Primary product, peanuts ¹ ","Primary product, peanuts ¹ ",34,dollars per planted acre,$ / planted ac,10,Prairie Gateway,50,United States,10,2002,512.44,Base survey of 1995,"¹For 2014–2019, we revised the gross value of production calculation and some input costs for peanuts.",50,No specific size,90
Peanut,50,Gross value of production,1,"Primary product, peanuts ¹ ","Primary product, peanuts ¹ ",34,dollars per planted acre,$ / planted ac,10,Prairie Gateway,50,United States,10,2003,552.9,Base survey of 1995,"¹For 2014–2019, we revised the gross value of production calculation and some input costs for peanuts.",50,No specific size,90
Peanut,50,Gross value of production,1,"Primary product, peanuts ¹ ","Primary product, peanuts ¹ ",34,dollars per planted acre,$ / planted ac,10,Prairie Gateway,50,United States,10,2004,710.4,Base survey of 2004,"¹For 2014–2019, we revised the gross value of production calculation and some input costs for peanuts.",50,No specific size,90
Peanut,50,Gross value of production,1,"Primary product, peanuts ¹ ","Primary product, peanuts ¹ ",34,dollars per planted acre,$ / planted ac,10,Prairie Gateway,50,United States,10,2005,655.56,Base survey of 2004,"¹For 2014–2019, we revised the gross value of production calculation and some input costs for peanuts.",50,No specific size,90
Peanut,50,Gross value of production,1,"Primary product, peanuts ¹ ","Primary product, peanuts ¹ ",34,dollars per planted acre,$ / planted ac,10,Prairie Gateway,50,United States,10,2006,660.78,Base survey of 2004,"¹For 2014–2019, we revised the gross value of production calculation and some input costs for peanuts.",50,No specific size,90
Peanut,50,Gross value of production,1,"Primary product, peanuts ¹ ","Primary product, peanuts ¹ ",34,dollars per planted acre,$ / planted ac,10,Prairie Gateway,50,United States,10,2007,811.23,Base survey of 2004,"¹For 2014–2019, we revised the gross value of production calculation and some input costs for peanuts.",50,No specific size,90
Peanut,50,Gross value of production,1,"Primary product, peanuts ¹ ","Primary product, peanuts ¹ ",34,dollars per planted acre,$ / planted ac,10,Prairie Gateway,50,United States,10,2008,781,Base survey of 2004,"¹For 2014–2019, we revised the gross value of production calculation and some input costs for peanuts.",50,No specific size,90
Peanut,50,Gross value of production,1,"Primary product, peanuts ¹ ","Primary product, peanuts ¹ ",34,dollars per planted acre,$ / planted ac,10,Prairie Gateway,50,United States,10,2009,941.49,Base survey of 2004,"¹For 2014–2019, we revised the gross value of production calculation and some input costs for peanuts.",50,No specific size,90
Peanut,50,Gross value of production,1,"Primary product, peanuts ¹ ","Primary product, peanuts ¹ ",34,dollars per planted acre,$ / planted ac,10,Prairie Gateway,50,United States,10,2010,1000.08,Base survey of 2004,"¹For 2014–2019, we revised the gross value of production calculation and some input costs for peanuts.",50,No specific size,90
Peanut,50,Gross value of production,1,"Primary product, peanuts ¹ ","Primary product, peanuts ¹ ",34,dollars per planted acre,$ / planted ac,10,Prairie Gateway,50,United States,10,2011,820.29,Base survey of 2004,"¹For 2014–2019, we revised the gross value of production calculation and some input costs for peanuts.",50,No specific size,90
Peanut,50,Gross value of production,1,"Primary product, peanuts ¹ ","Primary product, peanuts ¹ ",34,dollars per planted acre,$ / planted ac,10,Prairie Gateway,50,United States,10,2012,1296.48,Base survey of 2004,"¹For 2014–2019, we revised the gross value of production calculation and some input costs for peanuts.",50,No specific size,90
Peanut,50,Gross value of production,1,"Primary product, peanuts ¹ ","Primary product, peanuts ¹ ",34,dollars per planted acre,$ / planted ac,10,Prairie Gateway,50,United States,10,2013,1196.8,Base survey of 2013,"¹For 2014–2019, we revised the gross value of production calculation and some input costs for peanuts.",50,No specific size,90
Peanut,50,Gross value of production,1,"Primary product, peanuts ¹ ","Primary product, peanuts ¹ ",34,dollars per planted acre,$ / planted ac,10,Prairie Gateway,50,United States,10,2014,1071.76,Base survey of 2013,"¹For 2014–2019, we revised the gross value of production calculation and some input costs for peanuts.",50,No specific size,90
Peanut,50,Gross value of production,1,"Primary product, peanuts ¹ ","Primary product, peanuts ¹ ",34,dollars per planted acre,$ / planted ac,10,Prairie Gateway,50,United States,10,2015,674.68,Base survey of 2013,"¹For 2014–2019, we revised the gross value of production calculation and some input costs for peanuts.",50,No specific size,90
Peanut,50,Gross value of production,1,"Primary product, peanuts ¹ ","Primary product, peanuts ¹ ",34,dollars per planted acre,$ / planted ac,10,Prairie Gateway,50,United States,10,2016,503.6,Base survey of 2013,"¹For 2014–2019, we revised the gross value of production calculation and some input costs for peanuts.",50,No specific size,90
Peanut,50,Gross value of production,1,"Primary product, peanuts ¹ ","Primary product, peanuts ¹ ",34,dollars per planted acre,$ / planted ac,10,Prairie Gateway,50,United States,10,2017,771.03,Base survey of 2013,"¹For 2014–2019, we revised the gross value of production calculation and some input costs for peanuts.",50,No specific size,90
Peanut,50,Gross value of production,1,"Primary product, peanuts ¹ ","Primary product, peanuts ¹ ",34,dollars per planted acre,$ / planted ac,10,Prairie Gateway,50,United States,10,2018,840.61,Base survey of 2013,"¹For 2014–2019, we revised the gross value of production calculation and some input costs for peanuts.",50,No specific size,90
Peanut,50,Gross value of production,1,"Primary product, peanuts ¹ ","Primary product, peanuts ¹ ",34,dollars per planted acre,$ / planted ac,10,Prairie Gateway,50,United States,10,2019,1022.48,Base survey of 2013,"¹For 2014–2019, we revised the gross value of production calculation and some input costs for peanuts.",50,No specific size,90
Peanut,50,Gross value of production,1,"Primary product, peanuts ¹ ","Primary product, peanuts ¹ ",34,dollars per planted acre,$ / planted ac,10,Prairie Gateway,50,United States,10,2020,833.5,Base survey of 2013,"¹For 2014–2019, we revised the gross value of production calculation and some input costs for peanuts.",50,No specific size,90
Peanut,50,Gross value of production,1,"Primary product, peanuts ¹ ","Primary product, peanuts ¹ ",34,dollars per planted acre,$ / planted ac,10,"Southern Seaboard (AL, GA)",71,United States,10,1995,644.97,Base survey of 1995,"¹For 2014–2019, we revised the gross value of production calculation and some input costs for peanuts.",50,No specific size,90
Peanut,50,Gross value of production,1,"Primary product, peanuts ¹ ","Primary product, peanuts ¹ ",34,dollars per planted acre,$ / planted ac,10,"Southern Seaboard (AL, GA)",71,United States,10,1996,733.72,Base survey of 1995,"¹For 2014–2019, we revised the gross value of production calculation and some input costs for peanuts.",50,No specific size,90
Peanut,50,Gross value of production,1,"Primary product, peanuts ¹ ","Primary product, peanuts ¹ ",34,dollars per planted acre,$ / planted ac,10,"Southern Seaboard (AL, GA)",71,United States,10,1997,600.86,Base survey of 1995,"¹For 2014–2019, we revised the gross value of production calculation and some input costs for peanuts.",50,No specific size,90
Peanut,50,Gross value of production,1,"Primary product, peanuts ¹ ","Primary product, peanuts ¹ ",34,dollars per planted acre,$ / planted ac,10,"Southern Seaboard (AL, GA)",71,United States,10,1998,693.63,Base survey of 1995,"¹For 2014–2019, we revised the gross value of production calculation and some input costs for peanuts.",50,No specific size,90
Peanut,50,Gross value of production,1,"Primary product, peanuts ¹ ","Primary product, peanuts ¹ ",34,dollars per planted acre,$ / planted ac,10,"Southern Seaboard (AL, GA)",71,United States,10,1999,631.02,Base survey of 1995,"¹For 2014–2019, we revised the gross value of production calculation and some input costs for peanuts.",50,No specific size,90
Peanut,50,Gross value of production,1,"Primary product, peanuts ¹ ","Primary product, peanuts ¹ ",34,dollars per planted acre,$ / planted ac,10,"Southern Seaboard (AL, GA)",71,United States,10,2000,602.37,Base survey of 1995,"¹For 2014–2019, we revised the gross value of production calculation and some input costs for peanuts.",50,No specific size,90
Peanut,50,Gross value of production,1,"Primary product, peanuts ¹ ","Primary product, peanuts ¹ ",34,dollars per planted acre,$ / planted ac,10,"Southern Seaboard (AL, GA)",71,United States,10,2001,658.9,Base survey of 1995,"¹For 2014–2019, we revised the gross value of production calculation and some input costs for peanuts.",50,No specific size,90
Peanut,50,Gross value of production,1,"Primary product, peanuts ¹ ","Primary product, peanuts ¹ ",34,dollars per planted acre,$ / planted ac,10,"Southern Seaboard (AL, GA)",71,United States,10,2002,398.65,Base survey of 1995,"¹For 2014–2019, we revised the gross value of production calculation and some input costs for peanuts.",50,No specific size,90
Peanut,50,Gross value of production,1,"Primary product, peanuts ¹ ","Primary product, peanuts ¹ ",34,dollars per planted acre,$ / planted ac,10,"Southern Seaboard (AL, GA)",71,United States,10,2003,580.86,Base survey of 1995,"¹For 2014–2019, we revised the gross value of production calculation and some input costs for peanuts.",50,No specific size,90
Peanut,50,Gross value of production,1,"Primary product, peanuts ¹ ","Primary product, peanuts ¹ ",34,dollars per planted acre,$ / planted ac,10,"Southern Seaboard (AL, GA)",71,United States,10,2004,593.18,Base survey of 2004,"¹For 2014–2019, we revised the gross value of production calculation and some input costs for peanuts.",50,No specific size,90
Peanut,50,Gross value of production,1,"Primary product, peanuts ¹ ","Primary product, peanuts ¹ ",34,dollars per planted acre,$ / planted ac,10,"Southern Seaboard (AL, GA)",71,United States,10,2005,517.14,Base survey of 2004,"¹For 2014–2019, we revised the gross value of production calculation and some input costs for peanuts.",50,No specific size,90
Peanut,50,Gross value of production,1,"Primary product, peanuts ¹ ","Primary product, peanuts ¹ ",34,dollars per planted acre,$ / planted ac,10,"Southern Seaboard (AL, GA)",71,United States,10,2006,489.09,Base survey of 2004,"¹For 2014–2019, we revised the gross value of production calculation and some input costs for peanuts.",50,No specific size,90
Peanut,50,Gross value of production,1,"Primary product, peanuts ¹ ","Primary product, peanuts ¹ ",34,dollars per planted acre,$ / planted ac,10,"Southern Seaboard (AL, GA)",71,United States,10,2007,632,Base survey of 2004,"¹For 2014–2019, we revised the gross value of production calculation and some input costs for peanuts.",50,No specific size,90
Peanut,50,Gross value of production,1,"Primary product, peanuts ¹ ","Primary product, peanuts ¹ ",34,dollars per planted acre,$ / planted ac,10,"Southern Seaboard (AL, GA)",71,United States,10,2008,722.4,Base survey of 2004,"¹For 2014–2019, we revised the gross value of production calculation and some input costs for peanuts.",50,No specific size,90
Peanut,50,Gross value of production,1,"Primary product, peanuts ¹ ","Primary product, peanuts ¹ ",34,dollars per planted acre,$ / planted ac,10,"Southern Seaboard (AL, GA)",71,United States,10,2009,767.13,Base survey of 2004,"¹For 2014–2019, we revised the gross value of production calculation and some input costs for peanuts.",50,No specific size,90
Peanut,50,Gross value of production,1,"Primary product, peanuts ¹ ","Primary product, peanuts ¹ ",34,dollars per planted acre,$ / planted ac,10,"Southern Seaboard (AL, GA)",71,United States,10,2010,779.76,Base survey of 2004,"¹For 2014–2019, we revised the gross value of production calculation and some input costs for peanuts.",50,No specific size,90
Peanut,50,Gross value of production,1,"Primary product, peanuts ¹ ","Primary product, peanuts ¹ ",34,dollars per planted acre,$ / planted ac,10,"Southern Seaboard (AL, GA)",71,United States,10,2011,926.8,Base survey of 2004,"¹For 2014–2019, we revised the gross value of production calculation and some input costs for peanuts.",50,No specific size,90
Peanut,50,Gross value of production,1,"Primary product, peanuts ¹ ","Primary product, peanuts ¹ ",34,dollars per planted acre,$ / planted ac,10,"Southern Seaboard (AL, GA)",71,United States,10,2012,1502.12,Base survey of 2004,"¹For 2014–2019, we revised the gross value of production calculation and some input costs for peanuts.",50,No specific size,90
Peanut,50,Gross value of production,1,"Primary product, peanuts ¹ ","Primary product, peanuts ¹ ",34,dollars per planted acre,$ / planted ac,10,"Southern Seaboard (AL, GA)",71,United States,10,2013,1109.5,Base survey of 2013,"¹For 2014–2019, we revised the gross value of production calculation and some input costs for peanuts.",50,No specific size,90
Peanut,50,Gross value of production,1,"Primary product, peanuts ¹ ","Primary product, peanuts ¹ ",34,dollars per planted acre,$ / planted ac,10,"Southern Seaboard (AL, GA)",71,United States,10,2014,776.51,Base survey of 2013,"¹For 2014–2019, we revised the gross value of production calculation and some input costs for peanuts.",50,No specific size,90
Peanut,50,Gross value of production,1,"Primary product, peanuts ¹ ","Primary product, peanuts ¹ ",34,dollars per planted acre,$ / planted ac,10,"Southern Seaboard (AL, GA)",71,United States,10,2015,805.13,Base survey of 2013,"¹For 2014–2019, we revised the gross value of production calculation and some input costs for peanuts.",50,No specific size,90
Peanut,50,Gross value of production,1,"Primary product, peanuts ¹ ","Primary product, peanuts ¹ ",34,dollars per planted acre,$ / planted ac,10,"Southern Seaboard (AL, GA)",71,United States,10,2016,694.1,Base survey of 2013,"¹For 2014–2019, we revised the gross value of production calculation and some input costs for peanuts.",50,No specific size,90
Peanut,50,Gross value of production,1,"Primary product, peanuts ¹ ","Primary product, peanuts ¹ ",34,dollars per planted acre,$ / planted ac,10,"Southern Seaboard (AL, GA)",71,United States,10,2017,963.15,Base survey of 2013,"¹For 2014–2019, we revised the gross value of production calculation and some input costs for peanuts.",50,No specific size,90
Peanut,50,Gross value of production,1,"Primary product, peanuts ¹ ","Primary product, peanuts ¹ ",34,dollars per planted acre,$ / planted ac,10,"Southern Seaboard (AL, GA)",71,United States,10,2018,921.15,Base survey of 2013,"¹For 2014–2019, we revised the gross value of production calculation and some input costs for peanuts.",50,No specific size,90
Peanut,50,Gross value of production,1,"Primary product, peanuts ¹ ","Primary product, peanuts ¹ ",34,dollars per planted acre,$ / planted ac,10,"Southern Seaboard (AL, GA)",71,United States,10,2019,771.29,Base survey of 2013,"¹For 2014–2019, we revised the gross value of production calculation and some input costs for peanuts.",50,No specific size,90
Peanut,50,Gross value of production,1,"Primary product, peanuts ¹ ","Primary product, peanuts ¹ ",34,dollars per planted acre,$ / planted ac,10,"Southern Seaboard (AL, GA)",71,United States,10,2020,848.08,Base survey of 2013,"¹For 2014–2019, we revised the gross value of production calculation and some input costs for peanuts.",50,No specific size,90
Peanut,50,Gross value of production,1,"Primary product, peanuts ¹ ","Primary product, peanuts ¹ ",34,dollars per planted acre,$ / planted ac,10,"Southern Seaboard (VA, NC, SC)",72,United States,10,1995,720.6,Base survey of 1995,"¹For 2014–2019, we revised the gross value of production calculation and some input costs for peanuts.",50,No specific size,90
Peanut,50,Gross value of production,1,"Primary product, peanuts ¹ ","Primary product, peanuts ¹ ",34,dollars per planted acre,$ / planted ac,10,"Southern Seaboard (VA, NC, SC)",72,United States,10,1996,832.16,Base survey of 1995,"¹For 2014–2019, we revised the gross value of production calculation and some input costs for peanuts.",50,No specific size,90
Peanut,50,Gross value of production,1,"Primary product, peanuts ¹ ","Primary product, peanuts ¹ ",34,dollars per planted acre,$ / planted ac,10,"Southern Seaboard (VA, NC, SC)",72,United States,10,1997,677.75,Base survey of 1995,"¹For 2014–2019, we revised the gross value of production calculation and some input costs for peanuts.",50,No specific size,90
Peanut,50,Gross value of production,1,"Primary product, peanuts ¹ ","Primary product, peanuts ¹ ",34,dollars per planted acre,$ / planted ac,10,"Southern Seaboard (VA, NC, SC)",72,United States,10,1998,800.8,Base survey of 1995,"¹For 2014–2019, we revised the gross value of production calculation and some input costs for peanuts.",50,No specific size,90
Peanut,50,Gross value of production,1,"Primary product, peanuts ¹ ","Primary product, peanuts ¹ ",34,dollars per planted acre,$ / planted ac,10,"Southern Seaboard (VA, NC, SC)",72,United States,10,1999,715.4,Base survey of 1995,"¹For 2014–2019, we revised the gross value of production calculation and some input costs for peanuts.",50,No specific size,90
Peanut,50,Gross value of production,1,"Primary product, peanuts ¹ ","Primary product, peanuts ¹ ",34,dollars per planted acre,$ / planted ac,10,"Southern Seaboard (VA, NC, SC)",72,United States,10,2000,785.16,Base survey of 1995,"¹For 2014–2019, we revised the gross value of production calculation and some input costs for peanuts.",50,No specific size,90
Peanut,50,Gross value of production,1,"Primary product, peanuts ¹ ","Primary product, peanuts ¹ ",34,dollars per planted acre,$ / planted ac,10,"Southern Seaboard (VA, NC, SC)",72,United States,10,2001,801.32,Base survey of 1995,"¹For 2014–2019, we revised the gross value of production calculation and some input costs for peanuts.",50,No specific size,90
Peanut,50,Gross value of production,1,"Primary product, peanuts ¹ ","Primary product, peanuts ¹ ",34,dollars per planted acre,$ / planted ac,10,"Southern Seaboard (VA, NC, SC)",72,United States,10,2002,441.84,Base survey of 1995,"¹For 2014–2019, we revised the gross value of production calculation and some input costs for peanuts.",50,No specific size,90
Peanut,50,Gross value of production,1,"Primary product, peanuts ¹ ","Primary product, peanuts ¹ ",34,dollars per planted acre,$ / planted ac,10,"Southern Seaboard (VA, NC, SC)",72,United States,10,2003,585.01,Base survey of 1995,"¹For 2014–2019, we revised the gross value of production calculation and some input costs for peanuts.",50,No specific size,90
Peanut,50,Gross value of production,1,"Primary product, peanuts ¹ ","Primary product, peanuts ¹ ",34,dollars per planted acre,$ / planted ac,10,"Southern Seaboard (VA, NC, SC)",72,United States,10,2004,834.24,Base survey of 2004,"¹For 2014–2019, we revised the gross value of production calculation and some input costs for peanuts.",50,No specific size,90
Peanut,50,Gross value of production,1,"Primary product, peanuts ¹ ","Primary product, peanuts ¹ ",34,dollars per planted acre,$ / planted ac,10,"Southern Seaboard (VA, NC, SC)",72,United States,10,2005,510.12,Base survey of 2004,"¹For 2014–2019, we revised the gross value of production calculation and some input costs for peanuts.",50,No specific size,90
Peanut,50,Gross value of production,1,"Primary product, peanuts ¹ ","Primary product, peanuts ¹ ",34,dollars per planted acre,$ / planted ac,10,"Southern Seaboard (VA, NC, SC)",72,United States,10,2006,543.42,Base survey of 2004,"¹For 2014–2019, we revised the gross value of production calculation and some input costs for peanuts.",50,No specific size,90
Peanut,50,Gross value of production,1,"Primary product, peanuts ¹ ","Primary product, peanuts ¹ ",34,dollars per planted acre,$ / planted ac,10,"Southern Seaboard (VA, NC, SC)",72,United States,10,2007,614.64,Base survey of 2004,"¹For 2014–2019, we revised the gross value of production calculation and some input costs for peanuts.",50,No specific size,90
Peanut,50,Gross value of production,1,"Primary product, peanuts ¹ ","Primary product, peanuts ¹ ",34,dollars per planted acre,$ / planted ac,10,"Southern Seaboard (VA, NC, SC)",72,United States,10,2008,680.4,Base survey of 2004,"¹For 2014–2019, we revised the gross value of production calculation and some input costs for peanuts.",50,No specific size,90
Peanut,50,Gross value of production,1,"Primary product, peanuts ¹ ","Primary product, peanuts ¹ ",34,dollars per planted acre,$ / planted ac,10,"Southern Seaboard (VA, NC, SC)",72,United States,10,2009,1065.12,Base survey of 2004,"¹For 2014–2019, we revised the gross value of production calculation and some input costs for peanuts.",50,No specific size,90
